variavel,mean,std,min,max
age_days,778.0269724395357,1057.213091937814,0.0,9125.0
outcome_year,2015.368896047451,1.264795838547541,2013.0,2018.0
age_days_std,1.6349349649335026e-18,1.0000063916346287,-0.7359272707052698,7.895311212106415
outcome_year_std,1.8741441162473287e-14,1.0000063916346287,-1.8729593475650759,2.080273107654773
